2017-06-16,-0.22714544556086314
2017-06-17,-0.1516965636481521
2017-06-18,-0.22681888779070947
2017-06-19,-0.253043349168646
2017-06-20,-0.35299048370395925
2017-06-21,-0.2525145579671785
2017-06-22,-0.3023603603603603
2017-06-23,-0.19404641383069843
2017-06-24,-0.04525124309737383
2017-06-25,-0.18731279678558377
2017-06-26,-0.08496850775193798
2017-06-27,-0.17676167854315117
2017-06-28,-0.13621639131843222
2017-06-29,-0.06352994291979741
2017-06-30,-0.21255799025471955
2017-07-01,-0.4319348022939934
2017-07-02,-0.36096057276388405
2017-07-03,-0.3315518908739248
2017-07-04,-0.3560729200530146
2017-07-05,-0.3870672416700798
2017-07-06,-0.4402184685180699
2017-07-07,-0.5665421036986709
2017-07-08,-0.571658072193574
2017-07-09,-0.588246473519723
2017-07-10,-0.6468763122288061
2017-07-11,-0.683807034738103
2017-07-12,-0.5521906571971592
2017-07-13,-0.5854992833253703
2017-07-14,-0.5902129155368083
2017-07-15,-0.5294211918053366
2017-07-16,-0.5829603580562661
2017-07-17,-0.5257700440753102
2017-07-18,-0.5130439319628509
2017-07-19,-0.5713008049289476
2017-07-20,-0.5209317685312198
2017-07-21,-0.4963540027279404
2017-07-22,-0.40915312895477673
2017-07-23,-0.47414063821049834
2017-07-24,-0.4084009421617377
2017-07-25,-0.44413148353459375
2017-07-26,-0.37527301608312924
2017-07-27,-0.3706591557036375
2017-07-28,-0.46993562097631103
2017-07-29,-0.3991872998381486
2017-07-30,-0.40773677189862156
2017-07-31,-0.34214828741927583
2017-08-01,-0.3023807671360771
2017-08-02,-0.29897966953475985
2017-08-03,-0.2675728155339806
2017-08-04,-0.1257812192916944
2017-08-05,-0.0564167125658982
2017-08-06,0.11197648787656145
2017-08-07,0.027689030883919052
2017-08-08,0.21734447920406197
2017-08-09,0.5191913853471626
2017-08-10,0.5158424025347843
2017-08-11,0.19953090970011744
2017-08-12,0.1651777995504582
2017-08-13,0.1181912872985722
2017-08-14,0.00022704052673394592
2017-08-15,0.11364507474128027
2017-08-16,-0.04899537982163937
2017-08-17,-0.07173470481088595
2017-08-18,-0.023991655076495144
2017-08-19,-0.12439683970518056
2017-08-20,-0.08176657465756987
2017-08-21,-0.1365563666564673
2017-08-22,-0.0066608479948550015
2017-08-23,-0.10537491705374913
2017-08-24,0.025497277774782834
2017-08-25,0.08576120351732186
2017-08-26,0.15751555507040704
2017-08-27,0.16649961676787917
2017-08-28,0.17642001490227543
2017-08-29,0.25775775775775767
2017-08-30,0.3186703945324636
2017-08-31,0.24937266491942234
2017-09-01,0.3009286916852225
2017-09-02,0.10482502651113479
2017-09-03,-0.042489096713277386
2017-09-04,-0.2651350900600401
2017-09-05,-0.182106515131492
2017-09-06,-0.08330705113764358
2017-09-07,-0.1533892235750095
2017-09-08,-0.24130283527570007
2017-09-09,-0.2232017085472804
2017-09-10,-0.2425977653631286
2017-09-11,-0.15946975317801837
2017-09-12,-0.10553424657534227
2017-09-13,-0.13017818635796163
2017-09-14,-0.3668330178397293
2017-09-15,-0.3166873799570671
2017-09-16,-0.3248109886304612
2017-09-17,-0.33440209001306254
2017-09-18,-0.18518742808696165
2017-09-19,-0.33106460212126365
2017-09-20,-0.38054978990533084
2017-09-21,-0.5098039215686274
2017-09-22,-0.4671413736834298
2017-09-23,-0.3746846089150546
2017-09-24,-0.43586866370688393
2017-09-25,-0.4307336854017352
2017-09-26,-0.3738690927470306
2017-09-27,-0.29948842874543247
2017-09-28,-0.31043573418225223
2017-09-29,-0.37787410478703354
2017-09-30,-0.3814773488060701
2017-10-01,-0.4285714285714285
2017-10-02,-0.37793348370686763
2017-10-03,-0.4175901577761081
2017-10-04,-0.3276028368794326
2017-10-05,-0.21495125760758338
2017-10-06,-0.09549788656246927
2017-10-07,0.04294386942675166
2017-10-08,0.06597122714506787
2017-10-09,0.029599298040362543
2017-10-10,0.16497633536173106
2017-10-11,0.14458894839051362
2017-10-12,0.08943886302376858
2017-10-13,0.1717118997912317
2017-10-14,0.5874252581989492
2017-10-15,0.5645667989417988
2017-10-16,2.1511240276946753
2017-10-17,3.089384478144514
2017-10-18,1.6111482720178367
2017-10-19,1.6449889774461588
2017-10-20,1.1866623079437724
2017-10-21,2.4366981132075476
2017-10-22,1.9017260579064583
2017-10-23,1.843981170141224
2017-10-24,2.1695061835163885
2017-10-25,1.8993622132030148
2017-10-26,1.7886664514045854
2017-10-27,1.38113784949228
2017-10-28,1.238909326985501
2017-10-29,1.2971069372917299
2017-10-30,1.2949920623466586
2017-10-31,1.1319403857393335
2017-11-01,1.1102453325104151
2017-11-02,1.2258324598887365
2017-11-03,1.3440216015526119
2017-11-04,0.8725301866081228
2017-11-05,0.45438243764603614
2017-11-06,0.37792833627558564
2017-11-07,0.6506613614367136
2017-11-08,0.9182432816317256
2017-11-09,1.107634675249301
2017-11-10,0.7004113110539849
2017-11-11,0.8585807467386413
2017-11-12,0.569153674832962
2017-11-13,0.7495719666704714
2017-11-14,0.9220079260237779
2017-11-15,0.005099688050996809
2017-11-16,-0.1877754024693512
2017-11-17,0.012495374718925367
2017-11-18,0.1727199871774321
2017-11-19,0.36664673344296617
2017-11-20,0.046446512393971906
2017-11-21,0.20464357670536315
2017-11-22,0.25026602033577694
2017-11-23,0.1060329067641681
2017-11-24,0.14824020111987202
2017-11-25,0.26321426503792034
2017-11-26,0.42820422946605907
2017-11-27,0.928055931438881
2017-11-28,1.6842174672777026
2017-11-29,1.0256571500440197
2017-11-30,1.4971215132615998
2017-12-01,2.2860380945417327
2017-12-02,2.3982685550766107
2017-12-03,2.20511897476511
2017-12-04,2.5762438631200997
2017-12-05,3.615094339622641
2017-12-06,4.250069252077562
2017-12-07,3.333887097299586
2017-12-08,3.0653970322542428
2017-12-09,2.3826165323186297
2017-12-10,2.6060532760862327
2017-12-11,3.3855625813088075
2017-12-12,4.551202895465191
2017-12-13,3.8715422755741127
2017-12-14,4.193462363226481
2017-12-15,4.2859957358378535
2017-12-16,5.234221410538754
2017-12-17,6.495249072304059
2017-12-18,6.552223710466611
2017-12-19,6.2282995132089916
2017-12-20,5.620655281865638
2017-12-21,5.828076882234257
2017-12-22,4.123454455188066
2017-12-23,4.7772048846675705
2017-12-24,4.584305724877466
2017-12-25,4.2363940511927405
2017-12-26,3.622423102094241
2017-12-27,2.8304229400264034
2017-12-28,1.7457348154516978
2017-12-29,4.012743698000745
2017-12-30,3.4352623128542215
2017-12-31,3.013617703013918
2018-01-01,4.116483329069668
2018-01-02,5.343190879991014
2018-01-03,8.181712939248028
2018-01-04,4.861661390996009
2018-01-05,3.3708168999221746
2018-01-06,4.336086766982848
2018-01-07,4.097224245956578
2018-01-08,3.6574429034502156
2018-01-09,3.910600940777945
2018-01-10,2.911048870001932
2018-01-11,2.5675768965252743
2018-01-12,3.5396472526148033
2018-01-13,2.5549979619601184
2018-01-14,2.22092085243692
2018-01-15,1.5816736672051697
2018-01-16,0.6547721297272158
2018-01-17,0.727167433392572
2018-01-18,0.9277477204797395
2018-01-19,1.005784789964578
2018-01-20,1.078837480559876
2018-01-21,1.1415809558087275
2018-01-22,1.0767788742799311
2018-01-23,1.1661171753174426
2018-01-24,1.4813422548586286
2018-01-25,1.6911706147298
2018-01-26,1.7654870345164557
2018-01-27,1.742462334037147
2018-01-28,0.9645105452698792
2018-01-29,0.8232653263284262
2018-01-30,0.3572830389515351
2018-01-31,0.12455834069432181
